,index,url_title,url,title,numbers,year,yellow,inrange,include,pages
3887,3888,"https://www.loc.gov/resource/usteledirec.usteledirec03888:<title>Image 1 of California - White Pages and Yellow Pages - Stanislaus County - February 1959 thru February 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03888,"<title>Image 1 of California - White Pages and Yellow Pages - Stanislaus County - February 1959 thru February 1960  | Library of Congress</title>
","['1', '1959', '1960']",1959.0,1,1,1,436
3911,3912,"https://www.loc.gov/resource/usteledirec.usteledirec03912:<title>Image 1 of California - White Pages and Yellow Pages - Yolo County - September 1959 thru September 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03912,"<title>Image 1 of California - White Pages and Yellow Pages - Yolo County - September 1959 thru September 1963  | Library of Congress</title>
","['1', '1959', '1963']",1959.0,1,1,1,434
3922,3923,"https://www.loc.gov/resource/usteledirec.usteledirec03923:<title>Image 1 of Colorado - White Pages and Yellow Pages - Clifton - Summer 1959 thru July 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03923,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Clifton - Summer 1959 thru July 1963  | Library of Congress</title>
","['1', '1959', '1963']",1959.0,1,1,1,588
3927,3928,"https://www.loc.gov/resource/usteledirec.usteledirec03928:<title>Image 1 of Colorado - White Pages and Yellow Pages - Colorado Springs - Fall 1959 thru Fall 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03928,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Colorado Springs - Fall 1959 thru Fall 1960  | Library of Congress</title>
","['1', '1959', '1960']",1959.0,1,1,1,512
3928,3929,"https://www.loc.gov/resource/usteledirec.usteledirec03929:<title>Image 1 of Colorado - White Pages and Yellow Pages - Colorado Springs - Fall 1957 thru Fall 1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03929,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Colorado Springs - Fall 1957 thru Fall 1958  | Library of Congress</title>
","['1', '1957', '1958']",1957.0,1,1,1,466
3929,3930,"https://www.loc.gov/resource/usteledirec.usteledirec03930:<title>Image 1 of Colorado - White Pages and Yellow Pages - Colorado Springs - July 1952 thru Summer 1953  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03930,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Colorado Springs - July 1952 thru Summer 1953  | Library of Congress</title>
","['1', '1952', '1953']",1952.0,1,1,1,494
3931,3932,"https://www.loc.gov/resource/usteledirec.usteledirec03932:<title>Image 1 of Colorado - White Pages and Yellow Pages - Colorado Springs - Summer 1954 thru Fall 1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03932,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Colorado Springs - Summer 1954 thru Fall 1956  | Library of Congress</title>
","['1', '1954', '1956']",1954.0,1,1,1,626
3938,3939,"https://www.loc.gov/resource/usteledirec.usteledirec03939:<title>Image 1 of Colorado - White Pages and Yellow Pages - Colorado Springs - September 1961 thru September 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03939,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Colorado Springs - September 1961 thru September 1962  | Library of Congress</title>
","['1', '1961', '1962']",1961.0,1,1,1,500
3973,3974,"https://www.loc.gov/resource/usteledirec.usteledirec03974:<title>Image 1 of Colorado - White Pages and Yellow Pages - Metropolitan Denver - September 1950  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03974,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Metropolitan Denver - September 1950  | Library of Congress</title>
","['1', '1950']",1950.0,1,1,1,506
3976,3977,"https://www.loc.gov/resource/usteledirec.usteledirec03977:<title>Image 1 of Colorado - White Pages and Yellow Pages - Metropolitan Denver - Fall 1953  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03977,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Metropolitan Denver - Fall 1953  | Library of Congress</title>
","['1', '1953']",1953.0,1,1,1,613
3977,3978,"https://www.loc.gov/resource/usteledirec.usteledirec03978:<title>Image 1 of Colorado - White Pages and Yellow Pages - Metropolitan Denver - November 1952  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03978,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Metropolitan Denver - November 1952  | Library of Congress</title>
","['1', '1952']",1952.0,1,1,1,586
3978,3979,"https://www.loc.gov/resource/usteledirec.usteledirec03979:<title>Image 1 of Colorado - White Pages and Yellow Pages - Metropolitan Denver - October 1951  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03979,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Metropolitan Denver - October 1951  | Library of Congress</title>
","['1', '1951']",1951.0,1,1,1,537
3980,3981,"https://www.loc.gov/resource/usteledirec.usteledirec03981:<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - Spring 1954  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03981,"<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - Spring 1954  | Library of Congress</title>
","['1', '1954']",1954.0,1,1,1,345
3988,3989,"https://www.loc.gov/resource/usteledirec.usteledirec03989:<title>Image 1 of Colorado - White Pages and Yellow Pages - Alamosa - March 1951 thru February 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03989,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Alamosa - March 1951 thru February 1963  | Library of Congress</title>
","['1', '1951', '1963']",1951.0,1,1,1,656
3994,3995,"https://www.loc.gov/resource/usteledirec.usteledirec03995:<title>Image 1 of Colorado - White Pages and Yellow Pages - Aspen - Summer 1954 thru November 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec03995,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Aspen - Summer 1954 thru November 1963  | Library of Congress</title>
","['1', '1954', '1963']",1954.0,1,1,1,672
4013,4014,"https://www.loc.gov/resource/usteledirec.usteledirec04014:<title>Image 1 of Colorado - White Pages and Yellow Pages - Boulder - December 1951 thru Fall 1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04014,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Boulder - December 1951 thru Fall 1956  | Library of Congress</title>
","['1', '1951', '1956']",1951.0,1,1,1,570
4014,4015,"https://www.loc.gov/resource/usteledirec.usteledirec04015:<title>Image 1 of Colorado - White Pages and Yellow Pages - Boulder - Fall 1957 thru November 1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04015,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Boulder - Fall 1957 thru November 1961  | Library of Congress</title>
","['1', '1957', '1961']",1957.0,1,1,1,594
4038,4039,"https://www.loc.gov/resource/usteledirec.usteledirec04039:<title>Image 1 of Colorado - White Pages and Yellow Pages - Canon City - September 1950 Thru Winter 1960/61  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04039,"<title>Image 1 of Colorado - White Pages and Yellow Pages - Canon City - September 1950 Thru Winter 1960/61  | Library of Congress</title>
","['1', '1950', '1960', '61']",1950.0,1,1,1,684
4047,4048,"https://www.loc.gov/resource/usteledirec.usteledirec04048:<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - Fall 1954  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04048,"<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - Fall 1954  | Library of Congress</title>
","['1', '1954']",1954.0,1,1,1,363
4049,4050,"https://www.loc.gov/resource/usteledirec.usteledirec04050:<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - October 1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04050,"<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - October 1955  | Library of Congress</title>
","['1', '1955']",1955.0,1,1,1,322
4051,4052,"https://www.loc.gov/resource/usteledirec.usteledirec04052:<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04052,"<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1956  | Library of Congress</title>
","['1', '1956']",1956.0,1,1,1,409
4053,4054,"https://www.loc.gov/resource/usteledirec.usteledirec04054:<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04054,"<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1957  | Library of Congress</title>
","['1', '1957']",1957.0,1,1,1,408
4055,4056,"https://www.loc.gov/resource/usteledirec.usteledirec04056:<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04056,"<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1958  | Library of Congress</title>
","['1', '1958']",1958.0,1,1,1,410
4057,4058,"https://www.loc.gov/resource/usteledirec.usteledirec04058:<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04058,"<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1959  | Library of Congress</title>
","['1', '1959']",1959.0,1,1,1,420
4059,4060,"https://www.loc.gov/resource/usteledirec.usteledirec04060:<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04060,"<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1960  | Library of Congress</title>
","['1', '1960']",1960.0,1,1,1,444
4061,4062,"https://www.loc.gov/resource/usteledirec.usteledirec04062:<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04062,"<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1961  | Library of Congress</title>
","['1', '1961']",1961.0,1,1,1,445
4063,4064,"https://www.loc.gov/resource/usteledirec.usteledirec04064:<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04064,"<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1962  | Library of Congress</title>
","['1', '1962']",1962.0,1,1,1,442
4065,4066,"https://www.loc.gov/resource/usteledirec.usteledirec04066:<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04066,"<title>Image 1 of Colorado - Yellow Pages - Metropolitan Denver - July 1963  | Library of Congress</title>
","['1', '1963']",1963.0,1,1,1,452
4301,4302,"https://www.loc.gov/resource/usteledirec.usteledirec04302:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Bridegeport - February 1951 thru May 1952  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04302,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Bridegeport - February 1951 thru May 1952  | Library of Congress</title>
","['1', '1951', '1952']",1951.0,1,1,1,545
4303,4304,"https://www.loc.gov/resource/usteledirec.usteledirec04304:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Bridegeport - July 1953  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04304,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Bridegeport - July 1953  | Library of Congress</title>
","['1', '1953']",1953.0,1,1,1,315
4305,4306,"https://www.loc.gov/resource/usteledirec.usteledirec04306:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Bridegeport - May 1954  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04306,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Bridegeport - May 1954  | Library of Congress</title>
","['1', '1954']",1954.0,1,1,1,352
4306,4307,"https://www.loc.gov/resource/usteledirec.usteledirec04307:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Bridegeport - May 1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04307,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Bridegeport - May 1955  | Library of Congress</title>
","['1', '1955']",1955.0,1,1,1,355
