,index,url_title,url,title,numbers,year,yellow,inrange,include
4602,4603,"https://www.loc.gov/resource/usteledirec.usteledirec04603:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Norwich - February 1956 thru May 1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04603,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Norwich - February 1956 thru May 1959  | Library of Congress</title>
","['1', '1956', '1959']",1956.0,1,1,1
4604,4605,"https://www.loc.gov/resource/usteledirec.usteledirec04605:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Norwalk - February 1958 thru February 1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04605,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Norwalk - February 1958 thru February 1959  | Library of Congress</title>
","['1', '1958', '1959']",1958.0,1,1,1
4613,4614,"https://www.loc.gov/resource/usteledirec.usteledirec04614:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Putnam - October 1952 thru November 1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04614,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Putnam - October 1952 thru November 1956  | Library of Congress</title>
","['1', '1952', '1956']",1952.0,1,1,1
4614,4615,"https://www.loc.gov/resource/usteledirec.usteledirec04615:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Putnam - October 1957 thru 1960/61  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04615,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Putnam - October 1957 thru 1960/61  | Library of Congress</title>
","['1', '1957', '1960', '61']",1957.0,1,1,1
4616,4617,"https://www.loc.gov/resource/usteledirec.usteledirec04617:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Putnam - 1964/65 thru 1967/68  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04617,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Putnam - 1964/65 thru 1967/68  | Library of Congress</title>
","['1', '1964', '65', '1967', '68']",1964.0,1,1,1
4622,4623,"https://www.loc.gov/resource/usteledirec.usteledirec04623:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Saybrook - June 1954 thru June 1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04623,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Saybrook - June 1954 thru June 1956  | Library of Congress</title>
","['1', '1954', '1956']",1954.0,1,1,1
4623,4624,"https://www.loc.gov/resource/usteledirec.usteledirec04624:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Saybrook - June 1957 thru 1959/60  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04624,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Saybrook - June 1957 thru 1959/60  | Library of Congress</title>
","['1', '1957', '1959', '60']",1957.0,1,1,1
4624,4625,"https://www.loc.gov/resource/usteledirec.usteledirec04625:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Saybrook - 1960/61 thru 1963/64  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04625,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Saybrook - 1960/61 thru 1963/64  | Library of Congress</title>
","['1', '1960', '61', '1963', '64']",1960.0,1,1,1
4625,4626,"https://www.loc.gov/resource/usteledirec.usteledirec04626:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Saybrook - 1964/65 thru 1966/67  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04626,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Saybrook - 1964/65 thru 1966/67  | Library of Congress</title>
","['1', '1964', '65', '1966', '67']",1964.0,1,1,1
4639,4640,"https://www.loc.gov/resource/usteledirec.usteledirec04640:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Stamford - September 1951 thru September 1952  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04640,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Stamford - September 1951 thru September 1952  | Library of Congress</title>
","['1', '1951', '1952']",1951.0,1,1,1
4640,4641,"https://www.loc.gov/resource/usteledirec.usteledirec04641:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Stamford - September 1953 thru February 1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04641,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Stamford - September 1953 thru February 1955  | Library of Congress</title>
","['1', '1953', '1955']",1953.0,1,1,1
4641,4642,"https://www.loc.gov/resource/usteledirec.usteledirec04642:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Stamford - January 1956 thru February 1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04642,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Stamford - January 1956 thru February 1957  | Library of Congress</title>
","['1', '1956', '1957']",1956.0,1,1,1
4642,4643,"https://www.loc.gov/resource/usteledirec.usteledirec04643:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Stamford - January 1958 thru January 1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04643,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Stamford - January 1958 thru January 1959  | Library of Congress</title>
","['1', '1958', '1959']",1958.0,1,1,1
4656,4657,"https://www.loc.gov/resource/usteledirec.usteledirec04657:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Torrington - April 1953 thru August 1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04657,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Torrington - April 1953 thru August 1955  | Library of Congress</title>
","['1', '1953', '1955']",1953.0,1,1,1
4658,4659,"https://www.loc.gov/resource/usteledirec.usteledirec04659:<title>Image 1 of Washington, D.C. - White Pages and Yellow Pages - Washington Metropolitan - December 1952 thru December 1953  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04659,"<title>Image 1 of Washington, D.C. - White Pages and Yellow Pages - Washington Metropolitan - December 1952 thru December 1953  | Library of Congress</title>
","['1', '1952', '1953']",1952.0,1,1,1
4660,4661,"https://www.loc.gov/resource/usteledirec.usteledirec04661:<title>Image 1 of Washington, D.C. - Yellow Pages - Washington Metropolitan - October 1950  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04661,"<title>Image 1 of Washington, D.C. - Yellow Pages - Washington Metropolitan - October 1950  | Library of Congress</title>
","['1', '1950']",1950.0,1,1,1
4662,4663,"https://www.loc.gov/resource/usteledirec.usteledirec04663:<title>Image 1 of Washington, D.C. - Yellow Pages - Washington Metropolitan - November 1951  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04663,"<title>Image 1 of Washington, D.C. - Yellow Pages - Washington Metropolitan - November 1951  | Library of Congress</title>
","['1', '1951']",1951.0,1,1,1
4676,4677,"https://www.loc.gov/resource/usteledirec.usteledirec04677:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Torrington - August 1956 thru September 1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04677,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Torrington - August 1956 thru September 1958  | Library of Congress</title>
","['1', '1956', '1958']",1956.0,1,1,1
4677,4678,"https://www.loc.gov/resource/usteledirec.usteledirec04678:<title>Image 1 of Connecticut - White Pages and Yellow Pages - Torrington - 1959/60 thru 1964/65  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04678,"<title>Image 1 of Connecticut - White Pages and Yellow Pages - Torrington - 1959/60 thru 1964/65  | Library of Congress</title>
","['1', '1959', '60', '1964', '65']",1959.0,1,1,1
4681,4682,"https://www.loc.gov/resource/usteledirec.usteledirec04682:<title>Image 1 of Washington, D.C. - Yellow Pages - Washington Metropolitan February 1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04682,"<title>Image 1 of Washington, D.C. - Yellow Pages - Washington Metropolitan February 1957  | Library of Congress</title>
","['1', '1957']",1957.0,1,1,1
4684,4685,"https://www.loc.gov/resource/usteledirec.usteledirec04685:<title>Image 1 of Washington, D.C. - Yellow Pages - Washington Metropolitan February 1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec04685,"<title>Image 1 of Washington, D.C. - Yellow Pages - Washington Metropolitan February 1956  | Library of Congress</title>
","['1', '1956']",1956.0,1,1,1
5094,5095,"https://www.loc.gov/resource/usteledirec.usteledirec05095:<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05095,"<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1962  | Library of Congress</title>
","['1', '1962']",1962.0,1,1,1
5095,5096,"https://www.loc.gov/resource/usteledirec.usteledirec05096:<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05096,"<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1961  | Library of Congress</title>
","['1', '1961']",1961.0,1,1,1
5096,5097,"https://www.loc.gov/resource/usteledirec.usteledirec05097:<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05097,"<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1963  | Library of Congress</title>
","['1', '1963']",1963.0,1,1,1
5097,5098,"https://www.loc.gov/resource/usteledirec.usteledirec05098:<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05098,"<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1960  | Library of Congress</title>
","['1', '1960']",1960.0,1,1,1
5098,5099,"https://www.loc.gov/resource/usteledirec.usteledirec05099:<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05099,"<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1959  | Library of Congress</title>
","['1', '1959']",1959.0,1,1,1
5099,5100,"https://www.loc.gov/resource/usteledirec.usteledirec05100:<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05100,"<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1958  | Library of Congress</title>
","['1', '1958']",1958.0,1,1,1
5100,5101,"https://www.loc.gov/resource/usteledirec.usteledirec05101:<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05101,"<title>Image 1 of Delaware - White and Yellow Pages - Wilmington - October 1957  | Library of Congress</title>
","['1', '1957']",1957.0,1,1,1
5105,5106,"https://www.loc.gov/resource/usteledirec.usteledirec05106:<title>Image 1 of Maryland - Yellow Pages - Baltimore - September 1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05106,"<title>Image 1 of Maryland - Yellow Pages - Baltimore - September 1955  | Library of Congress</title>
","['1', '1955']",1955.0,1,1,1
5106,5107,"https://www.loc.gov/resource/usteledirec.usteledirec05107:<title>Image 1 of Maryland - White and Yellow Pages - Baltimore - November 1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05107,"<title>Image 1 of Maryland - White and Yellow Pages - Baltimore - November 1957  | Library of Congress</title>
","['1', '1957']",1957.0,1,1,1
5107,5108,"https://www.loc.gov/resource/usteledirec.usteledirec05108:<title>Image 1 of Maryland - Yellow Pages - Baltimore - September 1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05108,"<title>Image 1 of Maryland - Yellow Pages - Baltimore - September 1956  | Library of Congress</title>
","['1', '1956']",1956.0,1,1,1
5108,5109,"https://www.loc.gov/resource/usteledirec.usteledirec05109:<title>Image 1 of Maryland - Yellow Pages - Baltimore - June 1951  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05109,"<title>Image 1 of Maryland - Yellow Pages - Baltimore - June 1951  | Library of Congress</title>
","['1', '1951']",1951.0,1,1,1
5109,5110,"https://www.loc.gov/resource/usteledirec.usteledirec05110:<title>Image 1 of Maryland - White and Yellow Pages - Baltimore - June 1952 thru June 1953  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05110,"<title>Image 1 of Maryland - White and Yellow Pages - Baltimore - June 1952 thru June 1953  | Library of Congress</title>
","['1', '1952', '1953']",1952.0,1,1,1
5111,5112,"https://www.loc.gov/resource/usteledirec.usteledirec05112:<title>Image 1 of Maryland - Yellow Pages - Baltimore - June 1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05112,"<title>Image 1 of Maryland - Yellow Pages - Baltimore - June 1959  | Library of Congress</title>
","['1', '1959']",1959.0,1,1,1
5113,5114,"https://www.loc.gov/resource/usteledirec.usteledirec05114:<title>Image 1 of Maryland - Yellow Pages - Baltimore - June 1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05114,"<title>Image 1 of Maryland - Yellow Pages - Baltimore - June 1958  | Library of Congress</title>
","['1', '1958']",1958.0,1,1,1
5118,5119,"https://www.loc.gov/resource/usteledirec.usteledirec05119:<title>Image 1 of Maryland - Yellow Pages - Baltimore - August 1954  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05119,"<title>Image 1 of Maryland - Yellow Pages - Baltimore - August 1954  | Library of Congress</title>
","['1', '1954']",1954.0,1,1,1
5152,5153,"https://www.loc.gov/resource/usteledirec.usteledirec05153:<title>Image 1 of Maryland - Yellow Pages - Baltimore - June 1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05153,"<title>Image 1 of Maryland - Yellow Pages - Baltimore - June 1961  | Library of Congress</title>
","['1', '1961']",1961.0,1,1,1
5154,5155,"https://www.loc.gov/resource/usteledirec.usteledirec05155:<title>Image 1 of Maryland - Yellow Pages - Baltimore - June 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec05155,"<title>Image 1 of Maryland - Yellow Pages - Baltimore - June 1960  | Library of Congress</title>
","['1', '1960']",1960.0,1,1,1
